Metric,Value
Selected_C,1.0
CV_Score,0.8084239130434782
Test_Accuracy,0.8045602605863192
Test_Precision,0.9030837004405287
Test_Recall,0.5647382920110193
Test_F1,0.6949152542372882
Tuning_Runtime_s,2.3422024250030518
Training_Runtime_s,0.2986879348754883
Prediction_Runtime_s,0.033489227294921875
