Metric,Value
Selected_C,100.0
CV_Score,0.9211956521739131
Test_Accuracy,0.9218241042345277
Test_Precision,0.9098591549295775
Test_Recall,0.8898071625344353
Test_F1,0.8997214484679665
Tuning_Runtime_s,1.4157803058624268
Training_Runtime_s,0.2183089256286621
Prediction_Runtime_s,0.019816875457763672
