Metric,Value
Selected_C,100.0
CV_Score,0.9141304347826086
Test_Accuracy,0.8957654723127035
Test_Precision,0.871866295264624
Test_Recall,0.8622589531680441
Test_F1,0.8670360110803325
Tuning_Runtime_s,3.787236452102661
Training_Runtime_s,1.0695350170135498
Prediction_Runtime_s,0.018648624420166016
