Metric,Value
Selected_C,1.0
CV_Score,0.8084239130434782
Test_Accuracy,0.8045602605863192
Test_Precision,0.9030837004405287
Test_Recall,0.5647382920110193
Test_F1,0.6949152542372882
Tuning_Runtime_s,3.3071722984313965
Training_Runtime_s,0.3258020877838135
Prediction_Runtime_s,0.03412175178527832
