mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7812366962432862,0.03617727637078442,0.43378844261169436,0.08950349791824536,0.01,scale,"{'C': 0.01, 'gamma': 'scale'}",0.8682065217391305,0.8682065217391305,0.8600543478260869,0.8491847826086957,0.8491847826086957,0.8589673913043478,0.008524123446390294,18
0.8708061695098877,0.10052860904187841,0.48792781829833987,0.07004574979153803,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.0,24
0.8517861366271973,0.10356159749489104,0.4734793186187744,0.1163081844422941,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.7758152173913043,0.7758152173913043,0.7676630434782609,0.7649456521739131,0.7581521739130435,0.7684782608695653,0.0067443878510819785,22
0.7274778366088868,0.09251198621794371,0.4145674228668213,0.10457393512878906,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.7921195652173914,0.7866847826086957,0.7758152173913043,0.7622282608695652,0.7839673913043478,0.7801630434782607,0.01039735134223317,21
0.9161970615386963,0.1173161630304982,0.610678768157959,0.1272016823758908,0.01,1,"{'C': 0.01, 'gamma': 1}",0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.0,24
0.4578261852264404,0.06663905992496377,0.27362804412841796,0.050051506024265106,0.1,scale,"{'C': 0.1, 'gamma': 'scale'}",0.9089673913043478,0.9130434782608695,0.9021739130434783,0.9089673913043478,0.8845108695652174,0.9035326086956521,0.010131169501253916,12
0.9286559104919434,0.2347228963967073,0.4669595241546631,0.07809159564869593,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.7894021739130435,0.8043478260869565,0.7948369565217391,0.7853260869565217,0.7839673913043478,0.7915760869565217,0.007422011023775923,20
0.5707695007324218,0.15019562461057656,0.30310878753662107,0.09217337667227865,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.8980978260869565,0.9021739130434783,0.9035326086956522,0.8858695652173914,0.8885869565217391,0.8956521739130435,0.007158662974086678,14
0.5500327587127686,0.14346026414648178,0.2702373504638672,0.06309245172871483,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.90625,0.9116847826086957,0.8926630434782609,0.8994565217391305,0.8885869565217391,0.8997282608695653,0.00848069920343872,13
0.8223288536071778,0.09436668744020098,0.4059586524963379,0.039642120439204884,0.1,1,"{'C': 0.1, 'gamma': 1}",0.6589673913043478,0.654891304347826,0.6467391304347826,0.6603260869565217,0.6603260869565217,0.65625,0.005155887489404966,23
0.31394009590148925,0.03496257086044669,0.15568785667419432,0.013561549821663006,1.0,scale,"{'C': 1, 'gamma': 'scale'}",0.9239130434782609,0.9334239130434783,0.9225543478260869,0.9239130434782609,0.9116847826086957,0.9230978260869565,0.006906665775618927,3
0.4740100383758545,0.009210865895983605,0.2575413703918457,0.019108463664698608,1.0,0.001,"{'C': 1, 'gamma': 0.001}",0.8913043478260869,0.8980978260869565,0.8980978260869565,0.8817934782608695,0.8831521739130435,0.8904891304347826,0.007012765163349992,15
0.2989957809448242,0.02067506079780017,0.1497072696685791,0.02805350877276602,1.0,0.01,"{'C': 1, 'gamma': 0.01}",0.9239130434782609,0.9171195652173914,0.9225543478260869,0.9184782608695652,0.9144021739130435,0.9192934782608695,0.0035011137844361676,9
0.40112943649291993,0.019771233120659867,0.20601844787597656,0.032474002645495215,1.0,0.1,"{'C': 1, 'gamma': 0.1}",0.9293478260869565,0.9334239130434783,0.9116847826086957,0.9198369565217391,0.9116847826086957,0.9211956521739131,0.008930259089758138,6
1.1197285652160645,0.0891437320080777,0.36759395599365235,0.026003311420392,1.0,1,"{'C': 1, 'gamma': 1}",0.8980978260869565,0.8845108695652174,0.845108695652174,0.8505434782608695,0.842391304347826,0.8641304347826086,0.022751560531450537,16
0.3494410514831543,0.03690196631494756,0.14773406982421874,0.026828525012325855,10.0,scale,"{'C': 10, 'gamma': 'scale'}",0.9347826086956522,0.9375,0.9198369565217391,0.9252717391304348,0.9144021739130435,0.9263586956521739,0.00873800825587693,1
0.3713997364044189,0.07069884607074282,0.16765351295471193,0.022679266987991102,10.0,0.001,"{'C': 10, 'gamma': 0.001}",0.9225543478260869,0.9198369565217391,0.9157608695652174,0.9116847826086957,0.907608695652174,0.9154891304347826,0.005393867728608458,10
0.27901372909545896,0.037705647584297,0.11062498092651367,0.01936354569891645,10.0,0.01,"{'C': 10, 'gamma': 0.01}",0.9252717391304348,0.9307065217391305,0.9157608695652174,0.9239130434782609,0.9089673913043478,0.9209239130434783,0.0076570667410899036,7
0.43339076042175295,0.04501958180078722,0.149576997756958,0.022936362155921434,10.0,0.1,"{'C': 10, 'gamma': 0.1}",0.936141304347826,0.9334239130434783,0.9198369565217391,0.9144021739130435,0.9130434782608695,0.9233695652173912,0.009630459318842046,2
1.100319242477417,0.05814808776057443,0.33886022567749025,0.020769564392462723,10.0,1,"{'C': 10, 'gamma': 1}",0.9021739130434783,0.8804347826086957,0.845108695652174,0.8546195652173914,0.8301630434782609,0.8625,0.025713472265616547,17
0.5226206302642822,0.050261152516954774,0.10911192893981933,0.005353818117856038,100.0,scale,"{'C': 100, 'gamma': 'scale'}",0.936141304347826,0.9293478260869565,0.9239130434782609,0.9157608695652174,0.90625,0.9222826086956522,0.010432800989376333,4
0.31097259521484377,0.019999399029377266,0.12894120216369628,0.018304057831990645,100.0,0.001,"{'C': 100, 'gamma': 0.001}",0.9293478260869565,0.9279891304347826,0.9184782608695652,0.9171195652173914,0.9144021739130435,0.9214673913043481,0.006039704013829587,5
0.38954849243164064,0.03842457743012419,0.10799679756164551,0.014294730685745247,100.0,0.01,"{'C': 100, 'gamma': 0.01}",0.9252717391304348,0.9334239130434783,0.9157608695652174,0.9198369565217391,0.9089673913043478,0.9206521739130435,0.008313618772162166,8
0.6149537563323975,0.061549288785842676,0.10275077819824219,0.001388502996239995,100.0,0.1,"{'C': 100, 'gamma': 0.1}",0.9266304347826086,0.9184782608695652,0.9103260869565217,0.9130434782608695,0.8885869565217391,0.9114130434782608,0.012699262440812943,11
0.8045235633850097,0.07405265196192476,0.18397445678710939,0.012614035198445792,100.0,1,"{'C': 100, 'gamma': 1}",0.9008152173913043,0.875,0.8328804347826086,0.8478260869565217,0.8220108695652174,0.8557065217391304,0.028724767015166797,19
