mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.673970890045166,0.021585133867208596,0.33899364471435545,0.02539558384859096,0.01,scale,"{'C': 0.01, 'gamma': 'scale'}",0.8682065217391305,0.8682065217391305,0.8600543478260869,0.8491847826086957,0.8491847826086957,0.8589673913043478,0.008524123446390294,18
0.7157120704650879,0.019481244887779636,0.36095309257507324,0.03375968073428293,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.0,24
0.7446730613708497,0.03085524215100452,0.42008581161499026,0.027143295378741834,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.7758152173913043,0.7758152173913043,0.7676630434782609,0.7649456521739131,0.7581521739130435,0.7684782608695653,0.0067443878510819785,22
0.717277193069458,0.05197255162958954,0.3756685733795166,0.03662207290816857,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.7921195652173914,0.7866847826086957,0.7758152173913043,0.7622282608695652,0.7839673913043478,0.7801630434782607,0.01039735134223317,21
0.7160276889801025,0.02705136579182854,0.38524346351623534,0.022161131360554722,0.01,1,"{'C': 0.01, 'gamma': 1}",0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.6059782608695652,0.0,24
0.3621323585510254,0.013130632767335311,0.199186372756958,0.016625138463884418,0.1,scale,"{'C': 0.1, 'gamma': 'scale'}",0.9089673913043478,0.9130434782608695,0.9021739130434783,0.9089673913043478,0.8845108695652174,0.9035326086956521,0.010131169501253916,12
0.6531850814819335,0.02421387255455045,0.35434975624084475,0.019302213417298014,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.7894021739130435,0.8043478260869565,0.7948369565217391,0.7853260869565217,0.7839673913043478,0.7915760869565217,0.007422011023775923,20
0.4034436225891113,0.02498863151625216,0.22069616317749025,0.021044530286840443,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.8980978260869565,0.9021739130434783,0.9035326086956522,0.8858695652173914,0.8885869565217391,0.8956521739130435,0.007158662974086678,14
0.41124787330627444,0.03283489168158321,0.22265448570251464,0.022935951170599485,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.90625,0.9116847826086957,0.8926630434782609,0.8994565217391305,0.8885869565217391,0.8997282608695653,0.00848069920343872,13
0.7356947898864746,0.050579039686863135,0.39077029228210447,0.020344438741262724,0.1,1,"{'C': 0.1, 'gamma': 1}",0.6589673913043478,0.654891304347826,0.6467391304347826,0.6603260869565217,0.6603260869565217,0.65625,0.005155887489404966,23
0.29871931076049807,0.01631103248259427,0.1424781322479248,0.013505011710295936,1.0,scale,"{'C': 1, 'gamma': 'scale'}",0.9239130434782609,0.9334239130434783,0.9225543478260869,0.9239130434782609,0.9116847826086957,0.9230978260869565,0.006906665775618927,3
0.373134183883667,0.018048926148989,0.21027164459228515,0.021783716754109464,1.0,0.001,"{'C': 1, 'gamma': 0.001}",0.8913043478260869,0.8980978260869565,0.8980978260869565,0.8817934782608695,0.8831521739130435,0.8904891304347826,0.007012765163349992,15
0.28313446044921875,0.012232748600753319,0.14491186141967774,0.011935504287125216,1.0,0.01,"{'C': 1, 'gamma': 0.01}",0.9239130434782609,0.9171195652173914,0.9225543478260869,0.9184782608695652,0.9144021739130435,0.9192934782608695,0.0035011137844361676,9
0.3379508018493652,0.019578697573510082,0.15340571403503417,0.010772183830283158,1.0,0.1,"{'C': 1, 'gamma': 0.1}",0.9293478260869565,0.9334239130434783,0.9116847826086957,0.9198369565217391,0.9116847826086957,0.9211956521739131,0.008930259089758138,6
0.9458258152008057,0.0306253893567416,0.35788540840148925,0.027364226383743234,1.0,1,"{'C': 1, 'gamma': 1}",0.8980978260869565,0.8845108695652174,0.845108695652174,0.8505434782608695,0.842391304347826,0.8641304347826086,0.022751560531450537,16
0.28451027870178225,0.016353262563182862,0.12468271255493164,0.017631401196838984,10.0,scale,"{'C': 10, 'gamma': 'scale'}",0.9347826086956522,0.9375,0.9198369565217391,0.9252717391304348,0.9144021739130435,0.9263586956521739,0.00873800825587693,1
0.29343724250793457,0.020772863841882,0.13961544036865234,0.012642506037268506,10.0,0.001,"{'C': 10, 'gamma': 0.001}",0.9225543478260869,0.9198369565217391,0.9157608695652174,0.9116847826086957,0.907608695652174,0.9154891304347826,0.005393867728608458,10
0.24729337692260742,0.017206397847698413,0.11067743301391601,0.007910982177900988,10.0,0.01,"{'C': 10, 'gamma': 0.01}",0.9252717391304348,0.9307065217391305,0.9157608695652174,0.9239130434782609,0.9089673913043478,0.9209239130434783,0.0076570667410899036,7
0.35154385566711427,0.029230425582715255,0.1375211238861084,0.011740625639048917,10.0,0.1,"{'C': 10, 'gamma': 0.1}",0.936141304347826,0.9334239130434783,0.9198369565217391,0.9144021739130435,0.9130434782608695,0.9233695652173912,0.009630459318842046,2
1.1494853973388672,0.0820837193678238,0.3232624053955078,0.030771147343554805,10.0,1,"{'C': 10, 'gamma': 1}",0.9021739130434783,0.8804347826086957,0.845108695652174,0.8546195652173914,0.8301630434782609,0.8625,0.025713472265616547,17
0.47020678520202636,0.058294180671424514,0.09556741714477539,0.008978389833104753,100.0,scale,"{'C': 100, 'gamma': 'scale'}",0.936141304347826,0.9293478260869565,0.9239130434782609,0.9157608695652174,0.90625,0.9222826086956522,0.010432800989376333,4
0.3093286991119385,0.024617627310698973,0.13386707305908202,0.011142960778526745,100.0,0.001,"{'C': 100, 'gamma': 0.001}",0.9293478260869565,0.9279891304347826,0.9184782608695652,0.9171195652173914,0.9144021739130435,0.9214673913043481,0.006039704013829587,5
0.3770765781402588,0.056006506653034395,0.09881181716918945,0.012626087721017629,100.0,0.01,"{'C': 100, 'gamma': 0.01}",0.9252717391304348,0.9334239130434783,0.9157608695652174,0.9198369565217391,0.9089673913043478,0.9206521739130435,0.008313618772162166,8
0.6133216381072998,0.04661301266055624,0.09373354911804199,0.010089842981288193,100.0,0.1,"{'C': 100, 'gamma': 0.1}",0.9266304347826086,0.9184782608695652,0.9103260869565217,0.9130434782608695,0.8885869565217391,0.9114130434782608,0.012699262440812943,11
0.7612526416778564,0.07857504414299081,0.17978672981262206,0.014634015633020078,100.0,1,"{'C': 100, 'gamma': 1}",0.9008152173913043,0.875,0.8328804347826086,0.8478260869565217,0.8220108695652174,0.8557065217391304,0.028724767015166797,19
