mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3870263576507568,0.009432979096816936,0.04538545608520508,0.011745888496395972,0.01,{'C': 0.01},0.6127717391304348,0.6086956521739131,0.6100543478260869,0.6154891304347826,0.6100543478260869,0.6114130434782609,0.0024305086711954222,5
0.4704172134399414,0.012941550924576602,0.05099520683288574,0.01117497832240942,0.1,{'C': 0.1},0.873641304347826,0.8858695652173914,0.8858695652173914,0.8586956521739131,0.8668478260869565,0.8741847826086957,0.01064995540340513,4
0.42611398696899416,0.02122465204380348,0.04148845672607422,0.01216810623192135,1.0,{'C': 1},0.9144021739130435,0.9130434782608695,0.9198369565217391,0.9103260869565217,0.8980978260869565,0.9111413043478261,0.0072202881823839144,3
0.31947693824768064,0.07048399615098733,0.030465459823608397,0.006573344725790562,10.0,{'C': 10},0.9266304347826086,0.9252717391304348,0.9225543478260869,0.9171195652173914,0.9116847826086957,0.9206521739130433,0.005542412514774744,2
0.3107316970825195,0.010829970566340868,0.01780104637145996,0.0016016198307940484,100.0,{'C': 100},0.9252717391304348,0.9293478260869565,0.9184782608695652,0.9252717391304348,0.907608695652174,0.9211956521739131,0.007637755066606086,1
